fecha,pais,ciudad,latitud,longitud,tipo_alojamiento,duracion_estancia,gasto_diario,valoracion,transporte,motivo_viaje
2023-02-14,España,Valencia,39.4699,-0.3763,Hostal,3,141.79,5,Coche,Vacaciones
2023-03-23,Alemania,Múnich,48.1351,11.582,Hotel,1,87.08,2,Tren,Vacaciones
2023-01-17,Alemania,Frankfurt,50.1109,8.6821,Hotel,8,97.01,2,Autobús,Vacaciones
2023-03-14,Francia,Marsella,43.2965,5.3698,Apartamento,2,150.92,4,Coche,Vacaciones
2023-01-14,España,Madrid,40.4168,-3.7038,Hotel,2,64.85,4,Tren,Negocios
2023-06-06,Alemania,Frankfurt,50.1109,8.6821,Albergue,10,97.96,4,Avión,Vacaciones
2023-08-11,Italia,Milán,45.4642,9.19,Apartamento,13,157.08,3,Coche,Visita familiar
2023-05-12,Alemania,Hamburgo,53.5511,9.9937,Albergue,4,160.93,2,Autobús,Vacaciones
2023-12-04,Francia,Niza,43.7102,7.262,Hotel,5,108.83,2,Coche,Vacaciones
2023-02-16,Alemania,Berlín,52.52,13.405,Albergue,1,50.0,3,Autobús,Vacaciones
2023-04-17,España,Barcelona,41.3851,2.1734,Hotel,11,89.28,2,Autobús,Vacaciones
2023-04-18,España,Madrid,40.4168,-3.7038,Hotel,3,121.69,2,Autobús,Vacaciones
2023-09-22,Reino Unido,Londres,51.5074,-0.1278,Hotel,11,76.23,5,Autobús,Vacaciones
2023-07-24,España,Sevilla,37.3891,-5.9845,Apartamento,8,170.35,2,Tren,Vacaciones
2023-03-20,Reino Unido,Manchester,53.4808,-2.2426,Hotel,6,92.94,5,Avión,Visita familiar
2023-06-04,Italia,Nápoles,40.8518,14.2681,Apartamento,3,139.9,4,Coche,Vacaciones
2023-09-28,Francia,París,48.8566,2.3522,Hotel,14,96.38,1,Autobús,Vacaciones
2023-09-04,Italia,Milán,45.4642,9.19,Hotel,12,109.33,5,Tren,Vacaciones
2023-01-19,Reino Unido,Londres,51.5074,-0.1278,Apartamento,7,99.94,2,Tren,Vacaciones
2023-12-12,Alemania,Frankfurt,50.1109,8.6821,Hotel,11,83.12,4,Autobús,Vacaciones
2023-01-26,Alemania,Frankfurt,50.1109,8.6821,Hostal,6,87.98,1,Coche,Vacaciones
2023-08-05,Italia,Milán,45.4642,9.19,Apartamento,5,121.02,1,Autobús,Negocios
2023-06-03,Alemania,Hamburgo,53.5511,9.9937,Casa rural,8,93.65,4,Tren,Vacaciones
2023-06-03,Reino Unido,Birmingham,52.4862,-1.8904,Hotel,8,86.79,4,Coche,Negocios
2023-06-23,Francia,Niza,43.7102,7.262,Albergue,3,118.41,1,Avión,Estudios
2023-04-02,España,Sevilla,37.3891,-5.9845,Apartamento,8,145.89,1,Avión,Vacaciones
2023-12-04,Reino Unido,Birmingham,52.4862,-1.8904,Albergue,10,151.44,2,Avión,Vacaciones
2023-06-30,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,9,70.15,5,Avión,Negocios
2023-05-11,España,Málaga,36.7213,-4.4214,Hostal,13,76.7,5,Autobús,Vacaciones
2023-10-25,España,Madrid,40.4168,-3.7038,Hostal,12,138.92,1,Tren,Vacaciones
2023-10-02,Francia,Lyon,45.764,4.8357,Hotel,13,85.17,1,Tren,Negocios
2023-09-30,Francia,Niza,43.7102,7.262,Apartamento,10,92.88,3,Tren,Visita familiar
2023-03-17,Francia,Niza,43.7102,7.262,Hostal,3,59.56,1,Coche,Vacaciones
2023-06-26,Alemania,Berlín,52.52,13.405,Apartamento,11,121.53,5,Avión,Vacaciones
2023-07-03,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,8,99.1,2,Coche,Vacaciones
2023-11-15,España,Valencia,39.4699,-0.3763,Apartamento,8,131.85,3,Avión,Negocios
2023-05-11,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,12,124.13,5,Coche,Vacaciones
2023-12-29,Reino Unido,Liverpool,53.4084,-2.9916,Hostal,7,131.58,2,Tren,Vacaciones
2023-02-18,Francia,Niza,43.7102,7.262,Hotel,8,131.94,3,Tren,Vacaciones
2023-02-24,Francia,Marsella,43.2965,5.3698,Hotel,1,88.4,3,Tren,Vacaciones
2023-06-03,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,3,99.6,3,Coche,Negocios
2023-12-21,Francia,París,48.8566,2.3522,Apartamento,6,106.13,3,Autobús,Negocios
2023-07-19,Alemania,Frankfurt,50.1109,8.6821,Albergue,12,103.23,3,Tren,Negocios
2023-11-04,España,Málaga,36.7213,-4.4214,Hotel,7,120.62,3,Tren,Vacaciones
2023-12-22,Reino Unido,Birmingham,52.4862,-1.8904,Hotel,7,86.16,4,Avión,Vacaciones
2023-04-28,España,Madrid,40.4168,-3.7038,Hotel,11,109.46,2,Coche,Vacaciones
2023-09-20,Alemania,Hamburgo,53.5511,9.9937,Hostal,6,82.69,5,Coche,Vacaciones
2023-02-15,Francia,París,48.8566,2.3522,Apartamento,13,107.61,1,Tren,Negocios
2023-10-29,Italia,Venecia,45.4408,12.3155,Hotel,12,111.01,5,Autobús,Vacaciones
2023-12-22,Alemania,Múnich,48.1351,11.582,Apartamento,12,64.66,4,Coche,Vacaciones
2023-07-08,Italia,Nápoles,40.8518,14.2681,Hotel,12,110.62,4,Autobús,Vacaciones
2023-11-06,España,Málaga,36.7213,-4.4214,Apartamento,11,140.95,3,Autobús,Vacaciones
2023-11-14,Reino Unido,Birmingham,52.4862,-1.8904,Hotel,4,131.99,4,Tren,Vacaciones
2023-05-09,Francia,Marsella,43.2965,5.3698,Hostal,5,64.62,5,Autobús,Vacaciones
2023-02-18,Alemania,Berlín,52.52,13.405,Casa rural,9,62.08,4,Coche,Vacaciones
2023-01-25,Francia,Marsella,43.2965,5.3698,Hostal,1,115.77,5,Autobús,Vacaciones
2023-09-23,Italia,Nápoles,40.8518,14.2681,Apartamento,2,104.56,3,Avión,Vacaciones
2023-04-28,Italia,Nápoles,40.8518,14.2681,Apartamento,5,95.45,3,Coche,Vacaciones
2023-05-24,Reino Unido,Birmingham,52.4862,-1.8904,Hotel,5,25.29,4,Tren,Negocios
2023-07-19,Italia,Nápoles,40.8518,14.2681,Hostal,12,69.21,1,Coche,Vacaciones
2023-06-06,Reino Unido,Manchester,53.4808,-2.2426,Apartamento,7,138.72,3,Coche,Visita familiar
2023-12-14,Alemania,Colonia,50.9375,6.9603,Casa rural,8,112.63,2,Autobús,Vacaciones
2023-05-14,Reino Unido,Edimburgo,55.9533,-3.1883,Hotel,10,159.63,2,Avión,Negocios
2023-05-28,Italia,Nápoles,40.8518,14.2681,Hostal,6,126.03,3,Autobús,Vacaciones
2023-12-02,España,Valencia,39.4699,-0.3763,Apartamento,6,109.89,4,Autobús,Visita familiar
2023-03-12,Reino Unido,Manchester,53.4808,-2.2426,Hotel,5,52.96,3,Autobús,Vacaciones
2023-08-21,Francia,Burdeos,44.8378,-0.5792,Apartamento,5,110.06,4,Autobús,Vacaciones
2023-11-30,España,Valencia,39.4699,-0.3763,Casa rural,13,97.3,5,Autobús,Vacaciones
2023-10-26,Reino Unido,Edimburgo,55.9533,-3.1883,Casa rural,11,66.21,1,Coche,Negocios
2023-06-03,Francia,Lyon,45.764,4.8357,Hostal,8,138.9,1,Avión,Vacaciones
2023-03-31,España,Málaga,36.7213,-4.4214,Hotel,5,101.86,5,Avión,Negocios
2023-11-30,Reino Unido,Edimburgo,55.9533,-3.1883,Casa rural,6,112.48,5,Avión,Negocios
2023-07-18,Alemania,Frankfurt,50.1109,8.6821,Apartamento,3,75.18,5,Tren,Visita familiar
2023-06-10,Francia,Lyon,45.764,4.8357,Hotel,14,110.86,1,Avión,Vacaciones
2023-01-26,Alemania,Colonia,50.9375,6.9603,Hotel,5,95.16,3,Coche,Vacaciones
2023-05-01,Italia,Venecia,45.4408,12.3155,Hotel,14,168.49,2,Autobús,Negocios
2023-10-28,Reino Unido,Manchester,53.4808,-2.2426,Hotel,9,83.45,4,Autobús,Negocios
2023-07-31,Reino Unido,Liverpool,53.4084,-2.9916,Hostal,3,79.1,2,Coche,Negocios
2023-03-04,Francia,Burdeos,44.8378,-0.5792,Hotel,8,107.67,4,Autobús,Negocios
2023-03-09,Reino Unido,Manchester,53.4808,-2.2426,Hotel,11,93.18,1,Autobús,Visita familiar
2023-09-10,Italia,Florencia,43.7696,11.2558,Hotel,7,107.16,3,Avión,Vacaciones
2023-01-02,Reino Unido,Liverpool,53.4084,-2.9916,Apartamento,4,149.27,2,Avión,Vacaciones
2023-04-18,España,Sevilla,37.3891,-5.9845,Hotel,5,70.71,5,Avión,Negocios
2023-10-13,Alemania,Frankfurt,50.1109,8.6821,Hotel,8,103.39,5,Tren,Vacaciones
2023-02-18,Italia,Florencia,43.7696,11.2558,Hotel,10,81.24,5,Avión,Vacaciones
2023-05-20,Italia,Roma,41.9028,12.4964,Apartamento,7,80.01,2,Avión,Vacaciones
2023-08-06,Alemania,Frankfurt,50.1109,8.6821,Hotel,10,95.87,3,Avión,Negocios
2023-02-13,Alemania,Colonia,50.9375,6.9603,Apartamento,10,100.31,3,Avión,Vacaciones
2023-09-26,Italia,Milán,45.4642,9.19,Hotel,2,153.41,5,Avión,Vacaciones
2023-03-19,Alemania,Colonia,50.9375,6.9603,Hotel,8,84.3,2,Coche,Vacaciones
2023-08-04,Francia,Burdeos,44.8378,-0.5792,Hotel,8,92.57,5,Coche,Vacaciones
2023-04-08,Alemania,Hamburgo,53.5511,9.9937,Hotel,9,44.18,4,Coche,Vacaciones
2023-08-24,España,Madrid,40.4168,-3.7038,Hotel,2,113.66,4,Autobús,Negocios
2023-10-09,España,Madrid,40.4168,-3.7038,Hotel,14,103.66,2,Autobús,Vacaciones
2023-05-29,Francia,Burdeos,44.8378,-0.5792,Hotel,4,117.85,4,Tren,Vacaciones
2023-10-31,Alemania,Múnich,48.1351,11.582,Hostal,2,107.24,1,Autobús,Vacaciones
2023-03-07,España,Madrid,40.4168,-3.7038,Hotel,4,45.64,1,Tren,Vacaciones
2023-08-22,Reino Unido,Londres,51.5074,-0.1278,Casa rural,3,152.06,1,Coche,Vacaciones
2023-03-28,Alemania,Colonia,50.9375,6.9603,Hostal,7,109.07,4,Avión,Vacaciones
2023-03-20,Francia,París,48.8566,2.3522,Hostal,14,111.13,3,Avión,Negocios
2023-07-24,Alemania,Hamburgo,53.5511,9.9937,Hotel,5,152.8,1,Tren,Visita familiar
2023-10-06,Italia,Nápoles,40.8518,14.2681,Hostal,7,85.35,5,Tren,Vacaciones
2023-12-03,Italia,Roma,41.9028,12.4964,Hotel,2,58.46,3,Avión,Visita familiar
2023-09-11,España,Madrid,40.4168,-3.7038,Hotel,4,67.36,2,Tren,Vacaciones
2023-10-31,Italia,Roma,41.9028,12.4964,Hotel,6,99.02,4,Avión,Vacaciones
2023-05-10,Francia,Burdeos,44.8378,-0.5792,Casa rural,12,96.58,5,Coche,Negocios
2023-03-25,España,Barcelona,41.3851,2.1734,Hotel,5,148.78,2,Tren,Vacaciones
2023-10-03,Francia,Niza,43.7102,7.262,Casa rural,11,111.7,4,Coche,Vacaciones
2023-07-06,Francia,París,48.8566,2.3522,Hotel,2,56.37,4,Tren,Vacaciones
2023-02-15,Italia,Florencia,43.7696,11.2558,Casa rural,12,79.57,5,Coche,Estudios
2023-07-02,Italia,Florencia,43.7696,11.2558,Casa rural,7,82.15,4,Coche,Negocios
2023-09-25,Francia,París,48.8566,2.3522,Casa rural,2,92.02,4,Autobús,Estudios
2023-10-23,Italia,Roma,41.9028,12.4964,Apartamento,14,78.98,4,Autobús,Vacaciones
2023-11-18,Italia,Florencia,43.7696,11.2558,Casa rural,9,63.47,3,Tren,Vacaciones
2023-04-10,Italia,Milán,45.4642,9.19,Albergue,7,104.47,1,Tren,Negocios
2023-03-19,Alemania,Frankfurt,50.1109,8.6821,Hotel,12,86.25,5,Coche,Negocios
2023-09-29,Francia,Lyon,45.764,4.8357,Apartamento,3,62.16,3,Coche,Negocios
2023-12-05,Reino Unido,Edimburgo,55.9533,-3.1883,Hostal,6,148.13,5,Avión,Vacaciones
2023-06-11,Francia,Lyon,45.764,4.8357,Hotel,5,98.08,3,Autobús,Vacaciones
2023-02-13,España,Málaga,36.7213,-4.4214,Hostal,12,159.7,4,Coche,Estudios
2023-08-26,Italia,Roma,41.9028,12.4964,Hotel,9,133.8,4,Tren,Vacaciones
2023-05-14,Italia,Venecia,45.4408,12.3155,Apartamento,13,86.16,3,Avión,Vacaciones
2023-07-11,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,3,155.38,4,Autobús,Negocios
2023-12-22,España,Barcelona,41.3851,2.1734,Hotel,2,133.17,1,Avión,Vacaciones
2023-10-05,Alemania,Hamburgo,53.5511,9.9937,Hotel,2,82.68,5,Coche,Vacaciones
2023-01-18,Francia,Burdeos,44.8378,-0.5792,Hostal,4,90.55,4,Avión,Vacaciones
2023-01-12,Alemania,Múnich,48.1351,11.582,Hotel,13,108.96,2,Tren,Vacaciones
2023-06-29,España,Valencia,39.4699,-0.3763,Hostal,1,93.55,3,Tren,Vacaciones
2023-05-03,Reino Unido,Liverpool,53.4084,-2.9916,Hostal,9,130.94,3,Coche,Vacaciones
2023-09-03,España,Barcelona,41.3851,2.1734,Apartamento,3,111.78,4,Avión,Vacaciones
2023-08-10,Reino Unido,Birmingham,52.4862,-1.8904,Hotel,14,131.48,3,Coche,Vacaciones
2023-02-20,Alemania,Berlín,52.52,13.405,Hotel,13,119.02,2,Autobús,Negocios
2023-03-12,Alemania,Berlín,52.52,13.405,Apartamento,5,79.62,3,Coche,Vacaciones
2023-02-17,España,Valencia,39.4699,-0.3763,Hotel,2,51.56,2,Coche,Vacaciones
2023-01-19,España,Málaga,36.7213,-4.4214,Apartamento,8,78.11,3,Autobús,Vacaciones
2023-09-19,Italia,Florencia,43.7696,11.2558,Albergue,11,163.38,3,Avión,Vacaciones
2023-03-25,Reino Unido,Londres,51.5074,-0.1278,Hotel,11,129.39,2,Tren,Vacaciones
2023-06-04,Italia,Florencia,43.7696,11.2558,Apartamento,14,103.58,5,Tren,Vacaciones
2023-02-22,Francia,Lyon,45.764,4.8357,Albergue,3,141.7,1,Avión,Vacaciones
2023-04-17,Francia,Lyon,45.764,4.8357,Casa rural,5,100.99,2,Coche,Vacaciones
2023-12-23,España,Málaga,36.7213,-4.4214,Casa rural,7,103.41,1,Tren,Visita familiar
2023-10-31,Alemania,Berlín,52.52,13.405,Hostal,2,111.53,3,Coche,Vacaciones
2023-05-15,Francia,Burdeos,44.8378,-0.5792,Hotel,3,87.67,5,Autobús,Vacaciones
2023-03-10,Francia,Burdeos,44.8378,-0.5792,Casa rural,8,73.33,2,Tren,Vacaciones
2023-01-11,Italia,Roma,41.9028,12.4964,Casa rural,10,113.12,5,Coche,Vacaciones
2023-05-23,Italia,Venecia,45.4408,12.3155,Apartamento,14,100.63,2,Coche,Negocios
2023-07-11,Francia,Marsella,43.2965,5.3698,Hotel,8,92.88,4,Coche,Vacaciones
2023-03-10,España,Valencia,39.4699,-0.3763,Apartamento,3,116.08,2,Tren,Vacaciones
2023-01-23,Italia,Venecia,45.4408,12.3155,Hotel,13,88.68,1,Coche,Vacaciones
2023-06-30,Francia,Lyon,45.764,4.8357,Hotel,10,123.65,4,Tren,Vacaciones
2023-10-20,Alemania,Colonia,50.9375,6.9603,Apartamento,12,63.83,3,Tren,Vacaciones
2023-01-09,Italia,Florencia,43.7696,11.2558,Apartamento,7,61.73,2,Tren,Vacaciones
2023-09-28,Francia,Burdeos,44.8378,-0.5792,Apartamento,14,60.41,1,Tren,Vacaciones
2023-04-03,Reino Unido,Londres,51.5074,-0.1278,Hotel,11,100.35,3,Avión,Vacaciones
2023-01-17,Italia,Venecia,45.4408,12.3155,Hostal,13,59.67,1,Autobús,Visita familiar
2023-06-03,Reino Unido,Londres,51.5074,-0.1278,Hotel,2,152.25,3,Autobús,Vacaciones
2023-11-24,Italia,Florencia,43.7696,11.2558,Hotel,9,151.12,2,Tren,Vacaciones
2023-05-29,Italia,Milán,45.4642,9.19,Apartamento,13,111.88,5,Coche,Vacaciones
2023-09-24,Reino Unido,Edimburgo,55.9533,-3.1883,Hotel,13,127.82,3,Tren,Vacaciones
2023-11-24,España,Madrid,40.4168,-3.7038,Hotel,8,74.45,5,Coche,Vacaciones
2023-04-16,Francia,Marsella,43.2965,5.3698,Hotel,9,134.77,3,Avión,Vacaciones
2023-02-04,España,Málaga,36.7213,-4.4214,Hostal,9,90.85,5,Autobús,Vacaciones
2023-04-29,España,Barcelona,41.3851,2.1734,Apartamento,7,98.49,2,Tren,Vacaciones
2023-01-14,Francia,Marsella,43.2965,5.3698,Hotel,4,94.17,1,Avión,Vacaciones
2023-01-14,Alemania,Múnich,48.1351,11.582,Hotel,12,78.63,2,Tren,Vacaciones
2023-09-23,España,Málaga,36.7213,-4.4214,Apartamento,12,117.5,3,Tren,Vacaciones
2023-05-20,España,Málaga,36.7213,-4.4214,Casa rural,5,83.77,4,Avión,Visita familiar
2023-10-21,España,Madrid,40.4168,-3.7038,Apartamento,7,92.11,1,Coche,Vacaciones
2023-12-30,Alemania,Frankfurt,50.1109,8.6821,Hostal,13,31.92,5,Coche,Vacaciones
2023-04-29,Italia,Roma,41.9028,12.4964,Apartamento,5,111.25,1,Coche,Vacaciones
2023-08-26,Reino Unido,Manchester,53.4808,-2.2426,Hostal,12,96.91,1,Tren,Vacaciones
2023-02-03,Reino Unido,Londres,51.5074,-0.1278,Casa rural,10,71.82,2,Coche,Vacaciones
2023-06-18,Alemania,Hamburgo,53.5511,9.9937,Hostal,8,92.85,3,Coche,Vacaciones
2023-01-10,España,Madrid,40.4168,-3.7038,Casa rural,5,86.02,2,Tren,Visita familiar
2023-05-02,Reino Unido,Liverpool,53.4084,-2.9916,Apartamento,5,53.62,3,Avión,Vacaciones
2023-05-25,Alemania,Frankfurt,50.1109,8.6821,Casa rural,5,148.71,4,Autobús,Vacaciones
2023-08-11,Francia,Lyon,45.764,4.8357,Apartamento,4,142.48,2,Coche,Vacaciones
2023-09-14,Reino Unido,Birmingham,52.4862,-1.8904,Casa rural,11,121.41,4,Avión,Estudios
2023-09-25,Francia,Niza,43.7102,7.262,Hotel,12,137.47,3,Tren,Negocios
2023-12-25,España,Barcelona,41.3851,2.1734,Apartamento,11,85.05,1,Tren,Vacaciones
2023-01-04,Reino Unido,Liverpool,53.4084,-2.9916,Hostal,12,99.73,4,Coche,Vacaciones
2023-12-20,Alemania,Frankfurt,50.1109,8.6821,Hotel,7,83.94,4,Coche,Vacaciones
2023-04-16,Italia,Nápoles,40.8518,14.2681,Apartamento,2,107.55,3,Avión,Vacaciones
2023-03-26,Reino Unido,Edimburgo,55.9533,-3.1883,Hostal,10,128.63,3,Coche,Vacaciones
2023-08-02,Reino Unido,Manchester,53.4808,-2.2426,Hotel,13,97.75,2,Avión,Vacaciones
2023-05-01,Reino Unido,Liverpool,53.4084,-2.9916,Apartamento,4,61.34,2,Tren,Vacaciones
2023-05-12,Reino Unido,Liverpool,53.4084,-2.9916,Apartamento,11,112.44,3,Avión,Vacaciones
2023-12-04,Alemania,Berlín,52.52,13.405,Apartamento,3,81.85,4,Tren,Vacaciones
2023-07-16,Alemania,Hamburgo,53.5511,9.9937,Hotel,10,128.0,5,Coche,Vacaciones
2023-01-19,Italia,Nápoles,40.8518,14.2681,Hotel,13,156.24,2,Autobús,Estudios
2023-05-10,Alemania,Múnich,48.1351,11.582,Hotel,8,131.99,3,Avión,Vacaciones
2023-01-12,Alemania,Frankfurt,50.1109,8.6821,Hotel,7,93.53,5,Autobús,Vacaciones
2023-03-22,España,Barcelona,41.3851,2.1734,Hotel,3,103.44,5,Avión,Vacaciones
2023-11-26,España,Málaga,36.7213,-4.4214,Hostal,4,97.13,5,Avión,Vacaciones
2023-12-20,Francia,Marsella,43.2965,5.3698,Apartamento,13,73.06,5,Autobús,Negocios
2023-09-19,Italia,Roma,41.9028,12.4964,Hostal,14,84.09,1,Autobús,Negocios
2023-05-05,España,Sevilla,37.3891,-5.9845,Hotel,4,95.43,2,Coche,Vacaciones
2023-11-03,Italia,Roma,41.9028,12.4964,Apartamento,12,93.32,5,Autobús,Negocios
2023-09-24,Italia,Milán,45.4642,9.19,Hotel,10,63.27,5,Autobús,Negocios
2023-05-20,Reino Unido,Edimburgo,55.9533,-3.1883,Hostal,7,101.35,3,Coche,Visita familiar
2023-11-25,Italia,Venecia,45.4408,12.3155,Hostal,8,98.24,3,Autobús,Vacaciones
2023-01-02,Reino Unido,Edimburgo,55.9533,-3.1883,Casa rural,4,32.4,1,Autobús,Vacaciones
2023-01-08,Francia,Burdeos,44.8378,-0.5792,Hotel,8,96.28,5,Coche,Visita familiar
2023-09-07,Francia,Lyon,45.764,4.8357,Hostal,1,29.54,1,Autobús,Negocios
2023-05-19,Francia,París,48.8566,2.3522,Apartamento,13,69.46,3,Avión,Vacaciones
2023-05-04,Reino Unido,Edimburgo,55.9533,-3.1883,Hostal,9,64.5,2,Avión,Negocios
2023-11-05,Reino Unido,Manchester,53.4808,-2.2426,Apartamento,7,93.04,4,Autobús,Vacaciones
2023-08-16,Francia,Burdeos,44.8378,-0.5792,Apartamento,4,79.54,4,Autobús,Vacaciones
2023-01-10,Reino Unido,Birmingham,52.4862,-1.8904,Hotel,8,89.88,1,Autobús,Vacaciones
2023-07-31,Alemania,Múnich,48.1351,11.582,Apartamento,12,156.94,3,Tren,Estudios
2023-04-22,Alemania,Berlín,52.52,13.405,Hotel,10,70.99,4,Autobús,Vacaciones
2023-01-08,Reino Unido,Manchester,53.4808,-2.2426,Hotel,2,132.99,5,Avión,Estudios
2023-10-19,Reino Unido,Manchester,53.4808,-2.2426,Hotel,14,117.96,2,Autobús,Negocios
2023-12-28,España,Valencia,39.4699,-0.3763,Albergue,8,111.47,3,Tren,Visita familiar
2023-09-10,España,Málaga,36.7213,-4.4214,Hotel,10,136.96,1,Coche,Vacaciones
2023-01-14,Italia,Roma,41.9028,12.4964,Casa rural,6,86.34,3,Tren,Vacaciones
2023-08-28,Italia,Florencia,43.7696,11.2558,Albergue,7,95.53,2,Tren,Negocios
2023-08-30,Italia,Milán,45.4642,9.19,Casa rural,7,74.59,3,Avión,Vacaciones
2023-12-08,Francia,Burdeos,44.8378,-0.5792,Casa rural,2,28.49,1,Autobús,Vacaciones
2023-05-29,Alemania,Frankfurt,50.1109,8.6821,Casa rural,14,103.13,5,Avión,Estudios
2023-08-24,Francia,Niza,43.7102,7.262,Hotel,11,151.63,3,Tren,Negocios
2023-11-02,Reino Unido,Londres,51.5074,-0.1278,Hotel,2,58.49,1,Tren,Vacaciones
2023-06-16,España,Barcelona,41.3851,2.1734,Apartamento,4,61.49,5,Autobús,Vacaciones
2023-01-20,Reino Unido,Londres,51.5074,-0.1278,Apartamento,6,108.99,4,Coche,Negocios
2023-08-04,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,4,93.23,3,Avión,Vacaciones
2023-12-09,España,Valencia,39.4699,-0.3763,Apartamento,6,145.05,5,Coche,Estudios
2023-05-15,Reino Unido,Londres,51.5074,-0.1278,Apartamento,5,84.68,4,Tren,Vacaciones
2023-05-09,Italia,Florencia,43.7696,11.2558,Casa rural,6,145.97,3,Coche,Visita familiar
2023-10-21,España,Sevilla,37.3891,-5.9845,Apartamento,9,113.34,3,Avión,Negocios
2023-09-03,Reino Unido,Birmingham,52.4862,-1.8904,Apartamento,6,133.91,2,Tren,Vacaciones
2023-07-08,Italia,Milán,45.4642,9.19,Apartamento,6,75.9,3,Tren,Vacaciones
2023-02-13,Italia,Nápoles,40.8518,14.2681,Apartamento,11,93.33,3,Coche,Vacaciones
2023-03-27,Alemania,Múnich,48.1351,11.582,Albergue,11,104.89,5,Autobús,Vacaciones
2023-02-13,Italia,Florencia,43.7696,11.2558,Hotel,8,110.58,1,Autobús,Vacaciones
2023-11-26,Francia,París,48.8566,2.3522,Apartamento,5,78.13,2,Avión,Negocios
2023-05-25,España,Madrid,40.4168,-3.7038,Apartamento,5,84.91,3,Autobús,Vacaciones
2023-02-20,España,Valencia,39.4699,-0.3763,Apartamento,10,146.22,5,Tren,Vacaciones
2023-08-30,España,Barcelona,41.3851,2.1734,Hotel,13,127.07,5,Tren,Vacaciones
2023-10-21,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,11,63.1,1,Coche,Visita familiar
2023-02-20,Reino Unido,Manchester,53.4808,-2.2426,Hotel,1,107.92,4,Tren,Visita familiar
2023-09-23,Francia,Niza,43.7102,7.262,Hotel,6,136.27,3,Tren,Negocios
2023-04-30,Italia,Florencia,43.7696,11.2558,Casa rural,1,78.02,4,Avión,Negocios
2023-07-19,Reino Unido,Liverpool,53.4084,-2.9916,Apartamento,11,115.86,1,Autobús,Negocios
2023-09-05,Italia,Roma,41.9028,12.4964,Hotel,8,117.12,5,Autobús,Vacaciones
2023-03-11,Italia,Milán,45.4642,9.19,Hotel,10,49.32,4,Autobús,Estudios
2023-12-07,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,9,76.72,1,Avión,Negocios
2023-02-26,Reino Unido,Birmingham,52.4862,-1.8904,Casa rural,6,84.18,4,Autobús,Visita familiar
2023-02-08,Francia,Burdeos,44.8378,-0.5792,Apartamento,14,100.0,5,Coche,Vacaciones
2023-10-16,Alemania,Berlín,52.52,13.405,Albergue,9,83.51,3,Autobús,Estudios
2023-01-18,España,Sevilla,37.3891,-5.9845,Hotel,2,111.78,2,Tren,Vacaciones
2023-08-08,Reino Unido,Londres,51.5074,-0.1278,Hostal,9,90.39,5,Avión,Visita familiar
2023-11-09,Reino Unido,Edimburgo,55.9533,-3.1883,Hotel,4,53.22,4,Coche,Vacaciones
2023-09-01,Italia,Roma,41.9028,12.4964,Hotel,3,20.0,3,Avión,Vacaciones
2023-12-18,Alemania,Colonia,50.9375,6.9603,Hotel,1,83.85,2,Coche,Estudios
2023-10-31,Reino Unido,Liverpool,53.4084,-2.9916,Apartamento,1,104.63,1,Coche,Vacaciones
2023-10-25,Alemania,Múnich,48.1351,11.582,Hotel,8,99.86,3,Tren,Visita familiar
2023-10-10,España,Valencia,39.4699,-0.3763,Apartamento,2,67.48,5,Autobús,Vacaciones
2023-03-15,Italia,Nápoles,40.8518,14.2681,Hostal,1,124.99,4,Autobús,Estudios
2023-04-20,Francia,Lyon,45.764,4.8357,Hotel,2,88.05,2,Coche,Vacaciones
2023-06-29,España,Sevilla,37.3891,-5.9845,Hotel,3,125.54,3,Coche,Negocios
2023-02-01,Alemania,Hamburgo,53.5511,9.9937,Hostal,4,126.7,2,Autobús,Vacaciones
2023-08-22,Alemania,Colonia,50.9375,6.9603,Apartamento,13,124.6,2,Avión,Vacaciones
2023-10-09,España,Barcelona,41.3851,2.1734,Hostal,11,119.19,3,Coche,Vacaciones
2023-01-25,Alemania,Frankfurt,50.1109,8.6821,Hotel,9,64.32,4,Coche,Vacaciones
2023-11-27,Francia,Burdeos,44.8378,-0.5792,Hotel,7,93.92,1,Avión,Negocios
2023-10-06,Francia,Marsella,43.2965,5.3698,Hotel,12,144.74,3,Avión,Vacaciones
2023-08-14,Alemania,Colonia,50.9375,6.9603,Casa rural,5,92.58,1,Autobús,Estudios
2023-02-26,Alemania,Frankfurt,50.1109,8.6821,Casa rural,5,53.79,2,Autobús,Vacaciones
2023-06-29,Francia,París,48.8566,2.3522,Albergue,14,121.47,2,Avión,Negocios
2023-08-20,Alemania,Berlín,52.52,13.405,Apartamento,6,116.12,4,Avión,Vacaciones
2023-12-09,Reino Unido,Liverpool,53.4084,-2.9916,Hostal,1,96.69,3,Tren,Vacaciones
2023-10-14,Italia,Milán,45.4642,9.19,Apartamento,6,91.41,3,Tren,Vacaciones
